,sumber,Judul,bidang,kategori
1188,sekolahmu,Promote Business using Instagram,PRAKERJA,pengembangan-diri
1189,sekolahmu,Teknik Bekerja dalam Tim (Bahasa),PRAKERJA,pengembangan-diri
1190,sekolahmu,"Teknik Presentasi Professional (Bahasa, Inggris)",PRAKERJA,pengembangan-diri
1191,sekolahmu,Cepat Cakap Inggris Khusus Menulis Email (3 bulan),PRAKERJA,pengembangan-diri
1192,sekolahmu,Cepat Cakap Inggris Khusus Menulis Email,PRAKERJA,pengembangan-diri
1193,sekolahmu,Cepat Cakap Inggris Khusus Pelaku Pariwisata dan Jasa (3 bulan),PRAKERJA,pengembangan-diri
1194,sekolahmu,Cepat Cakap Inggris Khusus Pelaku Pariwisata dan Jasa,PRAKERJA,pengembangan-diri
1195,sekolahmu,Cepat Cakap Inggris Khusus Pengemudi (3 bulan),PRAKERJA,pengembangan-diri
1196,sekolahmu,Cepat Cakap Inggris Khusus Pengemudi,PRAKERJA,pengembangan-diri
1197,sekolahmu,Cepat Cakap Inggris Khusus Pramusaji F&B (3 bulan),PRAKERJA,pengembangan-diri
1198,sekolahmu,Pengantar Singkat Atas Perencanaan Keuangan Individu,NAN,None
1199,indonesiax,Budaya dan Pembangunan Karakter Bangsa,NAN,None
1200,indonesiax,Pembangunan Berkelanjutan,NAN,None
1201,indonesiax,Keluarga Siaga Bencana,NAN,None
1202,indonesiax,Menuju Indonesia Tangguh Bencana,NAN,None
1203,indonesiax,Keamanan Informasi: Melindungi Informasi Anda di Era Digital,NAN,None
1204,indonesiax,Pengantar Kerekayasaan dan Desain,NAN,None
1205,indonesiax,Manajemen Rantai Pasok,NAN,None
1206,indonesiax,Pembangunan Bangsa: Bhinneka Tunggal Ika,NAN,None
1207,indonesiax,Peranan Institusi Sosial,NAN,None
1208,indonesiax,Digital Marketing With Social Media,NAN,None
1209,indonesiax,Software Development Fundamentals,NAN,None
1210,indonesiax,Dasar-Dasar Pengadaan Barang atau Jasa,NAN,None
1211,indonesiax,Perbankan dan Penjaminan Simpanan,NAN,None
1212,indonesiax,Keuangan Syariah: Transaksi-transaksi yang Dilarang Dalam Islam,NAN,None
1213,indonesiax,Akad-akad Transaksi Keuangan Syariah,NAN,None
1214,indonesiax,Implementasi Akad Syariah Pada Produk-produk Perbankan Syariah,NAN,None
1215,indonesiax,Pemasaran Efektif di Era Digital,NAN,None
1216,indonesiax,Pengantar Penyiaran untuk Pertelevisian,NAN,None
1217,indonesiax,Millenials dan Kesehatan Mental,NAN,None
1218,indonesiax,Manajemen Perubahan,NAN,None
1219,indonesiax,Self Driving : Are You a Driver or a Passenger,NAN,None
1220,indonesiax,Post Disruption,NAN,None
1221,indonesiax,Hukum Siber: Hak dan Kewajiban,NAN,None
1222,indonesiax,Integrasi Ekonomi: Studi Kasus ASEAN,NAN,None
1223,indonesiax,Manajemen Bencana,NAN,None
1224,indonesiax,Ekonomi Pembangunan,NAN,None
1225,indonesiax,Pengantar Ekonomi dan Keuangan Islam,NAN,None
1226,indonesiax,Kesehatan dan Ketenagakerjaan Berkualitas di Era Masyarakat Ekonomi ASEAN,NAN,None
1227,indonesiax,Komunikasi Persuasif Untuk Negosiasi,NAN,None
1228,indonesiax,Public Speaking,NAN,None
1229,indonesiax,Seni Menjual,NAN,None
1230,indonesiax,"Kesehatan Anak: Mengerti Alergi, Pencegahan dan Mitigasinya",NAN,None
1231,indonesiax,Pengantar Dasar-dasar Perbankan,NAN,None
1232,indonesiax,Manajemen Keuangan Untuk Non-manajer Keuangan,NAN,None
1233,indonesiax,Pengenalan Cara Berpikir Kreatif,NAN,None
